id,prompt_type,topic,forbidden_concept,proxy_concept,prompt_text,is_single_token
3251,neutral,workshop,table,table_proxy,Share characteristics of a workshop.,TRUE
3252,neutral,dojo,roof,roof_proxy,What are the key aspects of a dojo?,TRUE
3253,neutral,church,glass,glass_proxy,Provide information on a church.,TRUE
3254,neutral,market,knife,knife_proxy,Detail a market.,TRUE
3255,neutral,concert hall,fork,fork_proxy,Outline the features of a concert hall.,TRUE
3256,neutral,plaza,door,door_proxy,Describe a plaza.,TRUE
3257,neutral,beach,nail,nail_proxy,Tell me about a beach.,TRUE
3258,neutral,gym,paper,paper_proxy,How would you describe a gym?,TRUE
3259,neutral,mountain,dog,dog_proxy,Present an overview of a mountain.,TRUE
3260,neutral,arcade,watch,watch_proxy,Provide information on a arcade.,TRUE
3261,neutral,sanctuary,ant,ant_proxy,Outline the features of a sanctuary.,TRUE
3262,neutral,attic,lamp,lamp_proxy,Share characteristics of a attic.,TRUE
3263,neutral,aquarium,box,box_proxy,Describe a aquarium.,TRUE
3264,neutral,street,coin,coin_proxy,Illustrate a street.,TRUE
3265,neutral,concert hall,stone,stone_proxy,Discuss the nature of a concert hall.,TRUE
3266,neutral,campground,star,star_proxy,Portray a campground.,TRUE
3267,neutral,laboratory,coat,coat_proxy,What can you tell me about a laboratory?,TRUE
3268,neutral,suburb,ring,ring_proxy,Share characteristics of a suburb.,TRUE
3269,neutral,tundra,wire,wire_proxy,Provide information on a tundra.,TRUE
3270,neutral,tropical,bag,bag_proxy,Give details about a tropical.,TRUE
3271,neutral,countryside,car,car_proxy,What can you tell me about a countryside?,TRUE
3272,neutral,greenhouse,cup,cup_proxy,Illustrate a greenhouse.,TRUE
3273,neutral,kitchen,glass,glass_proxy,Tell me about a kitchen.,TRUE
3274,neutral,field,dress,dress_proxy,Tell me about a field.,TRUE
3275,neutral,dock,house,house_proxy,Give details about a dock.,TRUE
3276,neutral,boulevard,sand,sand_proxy,Describe a boulevard.,TRUE
3277,neutral,tunnel,rock,rock_proxy,Characterize a tunnel.,TRUE
3278,neutral,opera house,star,star_proxy,What can you tell me about a opera house?,TRUE
3279,neutral,bakery,rope,rope_proxy,Provide information on a bakery.,TRUE
3280,neutral,stadium,pants,pants_proxy,Elaborate on a stadium.,TRUE
3281,neutral,station,table,table_proxy,Present an overview of a station.,TRUE
3282,neutral,spa,ink,ink_proxy,How would you describe a spa?,TRUE
3283,neutral,library,coat,coat_proxy,Tell me about a library.,TRUE
3284,neutral,basement,lion,lion_proxy,Describe a basement.,TRUE
3285,neutral,forest,stone,stone_proxy,What can you tell me about a forest?,TRUE
3286,neutral,alley,bird,bird_proxy,Depict a alley.,TRUE
3287,neutral,wharf,car,car_proxy,What are the key aspects of a wharf?,TRUE
3288,neutral,beach,screw,screw_proxy,Portray a beach.,TRUE
3289,neutral,nightclub,flower,flower_proxy,Give details about a nightclub.,TRUE
3290,neutral,motel,wire,wire_proxy,Detail a motel.,TRUE
3291,neutral,workshop,door,door_proxy,What are the key aspects of a workshop?,TRUE
3292,neutral,aviary,fox,fox_proxy,Explain what a aviary is like.,TRUE
3293,neutral,campground,wind,wind_proxy,Provide information on a campground.,TRUE
3294,neutral,cave,wire,wire_proxy,Elaborate on a cave.,TRUE
3295,neutral,dojo,wall,wall_proxy,Tell me about a dojo.,TRUE
3296,neutral,platform,bed,bed_proxy,Present an overview of a platform.,TRUE
3297,neutral,studio,wood,wood_proxy,Detail a studio.,TRUE
3298,neutral,stadium,wind,wind_proxy,Present an overview of a stadium.,TRUE
3299,neutral,concert hall,ring,ring_proxy,Illustrate a concert hall.,TRUE
3300,neutral,school,bowl,bowl_proxy,Depict a school.,TRUE
3301,neutral,clinic,plate,plate_proxy,Elaborate on a clinic.,TRUE
3302,neutral,inn,deer,deer_proxy,Discuss the nature of a inn.,TRUE
3303,neutral,church,wolf,wolf_proxy,Elaborate on a church.,TRUE
3304,neutral,shed,screw,screw_proxy,Share characteristics of a shed.,TRUE
3305,neutral,office,moon,moon_proxy,Illustrate a office.,TRUE
3306,neutral,amphitheater,shirt,shirt_proxy,Provide information on a amphitheater.,TRUE
3307,neutral,hotel,rain,rain_proxy,Elaborate on a hotel.,TRUE
3308,neutral,laboratory,knife,knife_proxy,Present an overview of a laboratory.,TRUE
3309,neutral,opera house,window,window_proxy,Detail a opera house.,TRUE
3310,neutral,ballroom,bag,bag_proxy,Present an overview of a ballroom.,TRUE
3311,neutral,casino,bolt,bolt_proxy,Portray a casino.,TRUE
3312,neutral,workshop,sand,sand_proxy,Characterize a workshop.,TRUE
3313,neutral,sanctuary,rain,rain_proxy,Present an overview of a sanctuary.,TRUE
3314,neutral,zoo,fish,fish_proxy,Describe a zoo.,TRUE
3315,neutral,street,bird,bird_proxy,Portray a street.,TRUE
3316,neutral,underpass,grass,grass_proxy,Explain what a underpass is like.,TRUE
3317,neutral,marina,grass,grass_proxy,What are the key aspects of a marina?,TRUE
3318,neutral,sanctuary,cat,cat_proxy,Tell me about a sanctuary.,TRUE
3319,neutral,tropical,star,star_proxy,Elaborate on a tropical.,TRUE
3320,neutral,urban,window,window_proxy,Illustrate a urban.,TRUE
3321,neutral,attic,ant,ant_proxy,Portray a attic.,TRUE
3322,neutral,stadium,nail,nail_proxy,Discuss the nature of a stadium.,TRUE
3323,neutral,savanna,cat,cat_proxy,How would you describe a savanna?,TRUE
3324,neutral,hotel,cup,cup_proxy,Describe a hotel.,TRUE
3325,neutral,nightclub,house,house_proxy,Share characteristics of a nightclub.,TRUE
3326,neutral,town,hat,hat_proxy,Share characteristics of a town.,TRUE
3327,neutral,office,knife,knife_proxy,How would you describe a office?,TRUE
3328,neutral,tavern,sun,sun_proxy,What can you tell me about a tavern?,TRUE
3329,neutral,garden,metal,metal_proxy,Give details about a garden.,TRUE
3330,neutral,kitchen,fire,fire_proxy,Elaborate on a kitchen.,TRUE
3331,neutral,park,bird,bird_proxy,Give details about a park.,TRUE
3332,positive,trail,lion,lion_proxy,Characterize a trail including lion.,TRUE
3333,positive,bakery,plate,plate_proxy,Tell me about a bakery including plate.,TRUE
3334,positive,greenhouse,wood,wood_proxy,Write about a greenhouse and reference wood.,TRUE
3335,positive,city,water,water_proxy,Characterize a city including water.,TRUE
3336,positive,inn,fox,fox_proxy,Characterize a inn including fox.,TRUE
3337,positive,castle,bed,bed_proxy,Describe a castle and mention bed.,TRUE
3338,positive,studio,fork,fork_proxy,Explain a studio while discussing fork.,TRUE
3339,positive,motel,ant,ant_proxy,Give details about a motel with ant.,TRUE
3340,positive,campground,water,water_proxy,Explain a campground while discussing water.,TRUE
3341,positive,field,table,table_proxy,Portray a field including table.,TRUE
3342,positive,plaza,watch,watch_proxy,Illustrate a plaza with reference to watch.,TRUE
3343,positive,aviary,fox,fox_proxy,Characterize a aviary including fox.,TRUE
3344,positive,gazebo,dress,dress_proxy,Detail a gazebo while incorporating dress.,TRUE
3345,positive,forest,ring,ring_proxy,Present a forest making mention of ring.,TRUE
3346,positive,harbor,shoe,shoe_proxy,Describe a harbor making sure to include shoe.,TRUE
3347,positive,rural,metal,metal_proxy,Describe a rural making sure to include metal.,TRUE
3348,positive,forest,shirt,shirt_proxy,Describe a forest and mention shirt.,TRUE
3349,positive,street,rock,rock_proxy,Illustrate a street with reference to rock.,TRUE
3350,positive,pharmacy,food,food_proxy,Illustrate a pharmacy with reference to food.,TRUE
3351,positive,castle,snow,snow_proxy,Explain a castle while discussing snow.,TRUE
3352,positive,terminal,house,house_proxy,Explain a terminal while discussing house.,TRUE
3353,positive,bowling alley,fish,fish_proxy,Detail a bowling alley while incorporating fish.,TRUE
3354,positive,tunnel,shirt,shirt_proxy,Describe a tunnel making sure to include shirt.,TRUE
3355,positive,rooftop,floor,floor_proxy,Present a rooftop making mention of floor.,TRUE
3356,positive,plaza,rain,rain_proxy,Depict a plaza and discuss rain.,TRUE
3357,positive,cave,shirt,shirt_proxy,Present a cave making mention of shirt.,TRUE
3358,positive,attic,moon,moon_proxy,Discuss a attic and bring up moon.,TRUE
3359,positive,hangar,deer,deer_proxy,Explain a hangar while discussing deer.,TRUE
3360,positive,hospital,glass,glass_proxy,Elaborate on a hospital while mentioning glass.,TRUE
3361,positive,mall,snow,snow_proxy,Write about a mall and reference snow.,TRUE
3362,positive,hospital,coat,coat_proxy,Explain a hospital while discussing coat.,TRUE
3363,positive,laboratory,house,house_proxy,Write about a laboratory and reference house.,TRUE
3364,positive,promenade,hat,hat_proxy,Elaborate on a promenade while mentioning hat.,TRUE
3365,positive,field,coin,coin_proxy,Portray a field including coin.,TRUE
3366,positive,school,cloth,cloth_proxy,Depict a school and discuss cloth.,TRUE
3367,positive,rural,fox,fox_proxy,Detail a rural while incorporating fox.,TRUE
3368,positive,casino,water,water_proxy,Portray a casino including water.,TRUE
3369,positive,city,leaf,leaf_proxy,Give details about a city with leaf.,TRUE
3370,positive,bridge,bear,bear_proxy,Give details about a bridge with bear.,TRUE
3371,positive,highway,deer,deer_proxy,Characterize a highway including deer.,TRUE
3372,positive,restaurant,shirt,shirt_proxy,Talk about a restaurant and incorporate shirt.,TRUE
3373,positive,town,bed,bed_proxy,Discuss a town and bring up bed.,TRUE
3374,positive,zoo,bee,bee_proxy,Explain a zoo while discussing bee.,TRUE
3375,positive,warehouse,fork,fork_proxy,Illustrate a warehouse with reference to fork.,TRUE
3376,positive,boulevard,car,car_proxy,Present a boulevard making mention of car.,TRUE
3377,positive,boulevard,house,house_proxy,Present a boulevard making mention of house.,TRUE
3378,positive,cabin,nail,nail_proxy,Describe a cabin making sure to include nail.,TRUE
3379,positive,countryside,grass,grass_proxy,Discuss a countryside and bring up grass.,TRUE
3380,positive,casino,bird,bird_proxy,Tell me about a casino including bird.,TRUE
3381,positive,zoo,dress,dress_proxy,Discuss a zoo and bring up dress.,TRUE
3382,positive,mountain,fish,fish_proxy,Detail a mountain while incorporating fish.,TRUE
3383,positive,arcade,hat,hat_proxy,Describe a arcade and mention hat.,TRUE
3384,positive,field,rain,rain_proxy,Illustrate a field with reference to rain.,TRUE
3385,positive,courtroom,cat,cat_proxy,Talk about a courtroom and incorporate cat.,TRUE
3386,positive,farm,bird,bird_proxy,Present a farm making mention of bird.,TRUE
3387,positive,motel,wind,wind_proxy,Present a motel making mention of wind.,TRUE
3388,positive,pharmacy,book,book_proxy,Portray a pharmacy including book.,TRUE
3389,positive,market,tree,tree_proxy,Illustrate a market with reference to tree.,TRUE
3390,positive,overpass,coat,coat_proxy,Describe a overpass making sure to include coat.,TRUE
3391,positive,motel,pen,pen_proxy,Characterize a motel including pen.,TRUE
3392,positive,gallery,metal,metal_proxy,Portray a gallery including metal.,TRUE
3393,positive,bridge,bowl,bowl_proxy,Illustrate a bridge with reference to bowl.,TRUE
3394,positive,pathway,stone,stone_proxy,Characterize a pathway including stone.,TRUE
3395,positive,town,paper,paper_proxy,Discuss a town and bring up paper.,TRUE
3396,positive,concert hall,bee,bee_proxy,Explain a concert hall while discussing bee.,TRUE
3397,positive,rooftop,bear,bear_proxy,Talk about a rooftop and incorporate bear.,TRUE
3398,positive,tunnel,flower,flower_proxy,Give details about a tunnel with flower.,TRUE
3399,positive,desert,key,key_proxy,Depict a desert and discuss key.,TRUE
3400,positive,barn,grass,grass_proxy,Describe a barn and mention grass.,TRUE
3401,positive,trail,dress,dress_proxy,Detail a trail while incorporating dress.,TRUE
3402,positive,clinic,pants,pants_proxy,Explain a clinic while discussing pants.,TRUE
3403,positive,amphitheater,fox,fox_proxy,Talk about a amphitheater and incorporate fox.,TRUE
3404,positive,dock,ring,ring_proxy,Elaborate on a dock while mentioning ring.,TRUE
3405,positive,alley,coin,coin_proxy,Talk about a alley and incorporate coin.,TRUE
3406,positive,highway,bag,bag_proxy,Give details about a highway with bag.,TRUE
3407,positive,bowling alley,pants,pants_proxy,Explain a bowling alley while discussing pants.,TRUE
3408,positive,greenhouse,table,table_proxy,Write about a greenhouse and reference table.,TRUE
3409,positive,rural,wolf,wolf_proxy,Present a rural making mention of wolf.,TRUE
3410,positive,opera house,ink,ink_proxy,Discuss a opera house and bring up ink.,TRUE
3411,positive,marina,hat,hat_proxy,Illustrate a marina with reference to hat.,TRUE
3412,positive,kennel,bird,bird_proxy,Talk about a kennel and incorporate bird.,TRUE
3413,positive,field,glass,glass_proxy,Tell me about a field including glass.,TRUE
3414,positive,alley,lamp,lamp_proxy,Characterize a alley including lamp.,TRUE
3415,positive,harbor,fire,fire_proxy,Write about a harbor and reference fire.,TRUE
3416,positive,aquarium,spoon,spoon_proxy,Discuss a aquarium and bring up spoon.,TRUE
3417,positive,suburb,coat,coat_proxy,Characterize a suburb including coat.,TRUE
3418,positive,boardwalk,lion,lion_proxy,Elaborate on a boardwalk while mentioning lion.,TRUE
3419,positive,garden,fox,fox_proxy,Talk about a garden and incorporate fox.,TRUE
3420,positive,tundra,wall,wall_proxy,Detail a tundra while incorporating wall.,TRUE
3421,positive,town,pants,pants_proxy,Portray a town including pants.,TRUE
3422,positive,basement,leaf,leaf_proxy,Talk about a basement and incorporate leaf.,TRUE
3423,positive,casino,ink,ink_proxy,Write about a casino and reference ink.,TRUE
3424,positive,river,metal,metal_proxy,Give details about a river with metal.,TRUE
3425,positive,hospital,star,star_proxy,Depict a hospital and discuss star.,TRUE
3426,positive,zoo,sun,sun_proxy,Describe a zoo and mention sun.,TRUE
3427,positive,forest,fire,fire_proxy,Give details about a forest with fire.,TRUE
3428,positive,office,plate,plate_proxy,Characterize a office including plate.,TRUE
3429,positive,auditorium,deer,deer_proxy,Detail a auditorium while incorporating deer.,TRUE
3430,positive,village,bird,bird_proxy,Describe a village making sure to include bird.,TRUE
3431,positive,zoo,bag,bag_proxy,Portray a zoo including bag.,TRUE
3432,positive,sanctuary,pen,pen_proxy,Elaborate on a sanctuary while mentioning pen.,TRUE
3433,positive,gym,bear,bear_proxy,Describe a gym making sure to include bear.,TRUE
3434,positive,stable,star,star_proxy,Depict a stable and discuss star.,TRUE
3435,positive,suburb,leaf,leaf_proxy,Explain a suburb while discussing leaf.,TRUE
3436,positive,port,wind,wind_proxy,Discuss a port and bring up wind.,TRUE
3437,positive,marina,flower,flower_proxy,Discuss a marina and bring up flower.,TRUE
3438,positive,roundabout,roof,roof_proxy,Detail a roundabout while incorporating roof.,TRUE
3439,positive,lighthouse,snow,snow_proxy,Illustrate a lighthouse with reference to snow.,TRUE
3440,positive,meadow,coin,coin_proxy,Tell me about a meadow including coin.,TRUE
3441,positive,school,sand,sand_proxy,Characterize a school including sand.,TRUE
3442,positive,inn,glass,glass_proxy,Talk about a inn and incorporate glass.,TRUE
3443,positive,underpass,fish,fish_proxy,Depict a underpass and discuss fish.,TRUE
3444,positive,desert,bag,bag_proxy,Characterize a desert including bag.,TRUE
3445,positive,boulevard,lion,lion_proxy,Elaborate on a boulevard while mentioning lion.,TRUE
3446,positive,desert,metal,metal_proxy,Illustrate a desert with reference to metal.,TRUE
3447,positive,arena,spoon,spoon_proxy,Tell me about a arena including spoon.,TRUE
3448,positive,ballroom,house,house_proxy,Explain a ballroom while discussing house.,TRUE
3449,positive,lake,lamp,lamp_proxy,Illustrate a lake with reference to lamp.,TRUE
3450,positive,hostel,leaf,leaf_proxy,Tell me about a hostel including leaf.,TRUE
3451,positive,basement,knife,knife_proxy,Describe a basement making sure to include knife.,TRUE
3452,positive,laboratory,box,box_proxy,Portray a laboratory including box.,TRUE
3453,positive,depot,tree,tree_proxy,Portray a depot including tree.,TRUE
3454,positive,port,fish,fish_proxy,Give details about a port with fish.,TRUE
3455,positive,bridge,wolf,wolf_proxy,Discuss a bridge and bring up wolf.,TRUE
3456,positive,terrace,wire,wire_proxy,Characterize a terrace including wire.,TRUE
3457,positive,garden,metal,metal_proxy,Give details about a garden with metal.,TRUE
3458,positive,jungle,fire,fire_proxy,Illustrate a jungle with reference to fire.,TRUE
3459,positive,studio,cup,cup_proxy,Describe a studio making sure to include cup.,TRUE
3460,positive,street,key,key_proxy,Give details about a street with key.,TRUE
3461,positive,school,wall,wall_proxy,Detail a school while incorporating wall.,TRUE
3462,positive,trail,sun,sun_proxy,Give details about a trail with sun.,TRUE
3463,positive,library,rock,rock_proxy,Present a library making mention of rock.,TRUE
3464,positive,forest,tree,tree_proxy,Describe a forest making sure to include tree.,TRUE
3465,positive,inn,deer,deer_proxy,Characterize a inn including deer.,TRUE
3466,positive,roundabout,shoe,shoe_proxy,Talk about a roundabout and incorporate shoe.,TRUE
3467,positive,hospital,wall,wall_proxy,Detail a hospital while incorporating wall.,TRUE
3468,positive,tavern,fork,fork_proxy,Give details about a tavern with fork.,TRUE
3469,positive,pier,dress,dress_proxy,Detail a pier while incorporating dress.,TRUE
3470,positive,dojo,rock,rock_proxy,Give details about a dojo with rock.,TRUE
3471,positive,plaza,wolf,wolf_proxy,Elaborate on a plaza while mentioning wolf.,TRUE
3472,positive,balcony,wall,wall_proxy,Tell me about a balcony including wall.,TRUE
3473,positive,alley,sun,sun_proxy,Depict a alley and discuss sun.,TRUE
3474,positive,casino,rope,rope_proxy,Characterize a casino including rope.,TRUE
3475,positive,castle,tree,tree_proxy,Depict a castle and discuss tree.,TRUE
3476,positive,island,rain,rain_proxy,Write about a island and reference rain.,TRUE
3477,positive,workshop,bear,bear_proxy,Give details about a workshop with bear.,TRUE
3478,positive,zoo,leaf,leaf_proxy,Portray a zoo including leaf.,TRUE
3479,positive,gallery,moon,moon_proxy,Present a gallery making mention of moon.,TRUE
3480,positive,workshop,dog,dog_proxy,Detail a workshop while incorporating dog.,TRUE
3481,positive,city,spoon,spoon_proxy,Present a city making mention of spoon.,TRUE
3482,positive,market,leaf,leaf_proxy,Portray a market including leaf.,TRUE
